,Unnamed: 0,Index,Name,Description,Employees,Funding,City,Subcountry,Latitude,Longitude,PPDesc,Dist1,Dist2,DistFromOrigin,Labels
16769,16772,16779,etrojet canada,petrojet is an oilfield service company that has over thirty years of experience placing ultra short radius laterals into oil and gas reservoirs using high pressure water and qt1000 equivalent steel tubing. petrojet originally began as a bechtel technology research program in its oilfield services division. in the early 1980s the technology was... read more,0.0,,calgary,alberta,51.05011,114.08529,petrojet oilfield service company thirty years experience placing ultra short radius laterals oil gas reservoirs using high pressure water water qt1000 equivalent steel tubing petrojet originally began bechtel technology research program oilfield services division early 1980s technology ... read,0.7533831000328064,0.8458648324012756,1.2830734101082797,Target
16900,16903,16910, inc. ,"naya waters, inc. provides bottled spring water. we promote a healthy lifestyle. our planet deserves all our attention to stay healthy. our business philosophy is to provide exceptional quality spring water while minimizing our environmental footprint, especially with the creation of bottles made from 100  recycled plastic. we are eager to reduce our ecological footprint and dare to dream, to produce one day a packaging that will leave no trace, and that why not have a positive impact on our environment. collapse ",0.0,,toronto,ontario,43.70011,79.4163,naya waters inc. provides bottled spring water water promote healthy lifestyle planet deserves attention stay healthy business philosophy provide exceptional quality spring water water minimizing environmental footprint especially creation bottles made 100 recycled plastic eager reduce ecological footprint dare dream produce one day packaging leave trace positive impact environment collapse,0.7566359639167786,0.8436326384544373,1.2842140105578679,Target
17028,17031,17038,mangrove water technologies ,"mangrove water technologies is developing a technology that simultaneously converts saline waste water and waste gases into desalinated water and value added chemicals for on site utilization. the technology is modular and mobile and is currently being demonstrated at the commercial scale. we have advanced the technology from a concept at the lab scale to a field pilot over the last four years. the technology was developed in the wilkinson research group at the chemical engineering department at the university of british columbia with funding through emissions reduction alberta, western economic diversification and the natural sciences and engineering research council of canada. collapse ",0.0,,vancouver,british columbia,49.24966,123.11934,mangrove water water technologies developing technology simultaneously converts saline waste water water waste gases desalinated water water value added chemicals site utilization technology modular mobile currently demonstrated commercial scale advanced technology concept lab scale field pilot last four years technology developed wilkinson research group chemical engineering department university british columbia funding emissions reduction alberta western economic diversification natural sciences engineering research council canada collapse,0.6692734360694885,0.73024582862854,0.9811859024576428,Target
17089,17092,17099,los andes copper ,"los andes copper is a canadian exploration and development company that owns the advanced stage vizcachitas porphyry copper molybdenum deposit in region v, chile. vizcachitas is located in an area of excellent infrastructure including available water, road access to the site, power approximately 40km away and ports and smelters within 200km. the deposit has the potential for a low strip open pit operation.the vizcachitas deposit is located in the prolific central chile late miocene pliocene metallogenic belt that also includes the world class el teniente  128mt cu , los pelambres/el pachon  46mt cu  and rio blanco/los bronces  101mt cu  deposits1.the geology is typical of andean porphyry copper molybdenum deposits and shares several characteristics with other deposits in the belt.los andes copper has a strong management team to advance the project through the preliminary economic assessment and pre feasibility study stages. collapse ",0.0,,vancouver,british columbia,49.24966,123.11934,los andes copper canadian exploration development company owns advanced stage vizcachitas porphyry copper molybdenum deposit region v chile vizcachitas located area excellent infrastructure including available water water road access site power approximately 40km away ports smelters within 200km deposit potential low strip open pit operation.the vizcachitas deposit located prolific central chile late miocene pliocene metallogenic belt also includes world class el teniente 128mt cu los pelambres/el pachon 46mt cu rio blanco/los bronces 101mt cu deposits1.the geology typical andean porphyry copper molybdenum deposits shares several characteristics deposits belt.los andes copper strong management team advance project preliminary economic assessment pre feasibility study stages collapse,0.7834283709526062,0.809834897518158,1.2695925736516998,Target
17222,17225,17232,glacierclean technologies ,"provider of a easy to use e.coli test kit intended to prevent potential outbreaks of waterborne diseases. the company s easy to use e.coli test kit mobile water kit  mwk  helps to detect escherichia coli bacteria in the water and provide an early warning signal, enabling the user to map the location data with the help of a custom built smart... read more ",1.0,,toronto,ontario,43.70011,79.4163,provider easy use e.coli test kit intended prevent potential outbreaks waterborne diseases company easy use e.coli test kit mobile water water kit mwk helps detect escherichia coli bacteria water water provide early warning signal enabling user map location data help custom built smart ... read,0.6726237535476685,0.764719545841217,1.0372186976281519,Target
17536,17539,17546,dreamwater products canada inc. ,"dream water is the fast acting, non prescription, zero calorie way to sleep naturally. first launched in the united states in 2009, dream water has helped millions of american   s get a good night   s sleep, dream water is now available across canada at grocery, pharmacy, natural health and convenience stores. dream water was developed in response to... read more ",1.0,,calgary,alberta,51.05011,114.08529,dream water water fast acting non prescription zero calorie way sleep naturally first launched united states 2009 dream water water helped millions american get good night sleep dream water water available across canada grocery pharmacy natural health convenience stores dream water water developed response ... read,0.6999701857566833,0.758772075176239,1.065693323015502,Target
17697,17700,17707,oneka technologies ,"the solution that oneka developed takes the resource and energy off the ocean to provide drinking water. it consists of buoys that take the ocean   s waves to make its saltwater fresh. as the waves hit the buoys, they do a vertical pumping movement which pressurizes the seawater through reverse osmosis  ro  membranes to produce drinking water. the... read more ",10.0,,toronto,ontario,43.70011,79.4163,solution oneka developed takes resource energy ocean provide drinking water water consists buoys take ocean waves make saltwater fresh waves hit buoys vertical pumping movement pressurizes seawater reverse osmosis ro membranes produce drinking water water ... read,0.6635990738868713,0.8125795722007751,1.100649292021508,Target
17860,17863,17871,acuva technologies ,"acuva technologies is developing ultraviolet light emitting diode  uv led  based drinking water purification systems targeting low to moderate volumes of water in various sizes. acuva   s reactor is a compact, modular, and scalable system comprising uv leds, to provide a dose of uv radiation to water flowing through the device. the uv puriication... read more ",1.0,,vancouver,british columbia,49.24966,123.11934,acuva technologies developing ultraviolet light emitting diode uv led based drinking water water purification systems targeting low moderate volumes water water various sizes acuva reactor compact modular scalable system comprising uv leds provide dose uv radiation water water flowing device uv puriication ... read,0.7037652730941772,0.7713148593902588,1.0902121719295366,Target
18027,18030,18038,homebeaver ,"homebeaver is an innovative new automation system that lets you control your home s water from anywhere. homebeaver taps into the ebb and flow of your home   s water system, collects data, discovers your patterns, and creates a water profile that   s uniquely you. with the help of a flow meter, homebeaver listens to the water as it moves throughout your house and starts to recognize patterns in consumption. it quickly learns your water usage habits in order to build an up to date profile, and protect you and your home. if anything seems out of the ordinary, you will be alerted, giving you the power to do something about it.the homebeaver app makes it easy to add multiple devices to one account so whether you use it personally, to check on family members and family homes, or you use it professionally, to oversee multiple rental properties, help manage strata, or protect your business, you   ll be able to rest easy knowing you   re always connected. collapse ",0.0,,toronto,ontario,43.70011,79.4163,homebeaver innovative new automation system lets control home water water anywhere homebeaver taps ebb flow home water water system collects data discovers patterns creates water water profile uniquely help flow meter homebeaver listens water water moves throughout house starts recognize patterns consumption quickly learns water water usage habits order build date profile protect home anything seems ordinary alerted giving power something it.the homebeaver app makes easy add multiple devices one account whether use personally check family members family homes use professionally oversee multiple rental properties help manage strata protect business able rest easy knowing always connected collapse,0.6659039258956909,0.7434936761856079,0.9962108850512834,Target
18313,18316,18324,water zone technologies ,"our vision is to create a cost effective, technologically advanced, and uniquely designed water dispensing machine that will provide more than a single traditional revenue stream to be placed in locations that give our clients the most convenience possible.we want to offer a one of a kind product, mywater   card, to our customers, providing everyone the opportunity to have purified water at an affordable annual price.water zone/media zone will introduce to the canadian marketplace a new and exciting way to view    digital out of home media   . media zone will install 50 of the 32    high resolution digital screens on the water zone bulk water machines.these will be strategically placed at key brand name, high traffic locations such as costco, chevron, shell, walmart, canadian tire and provincial campgrounds. each digital out of home screen will offer local content and information about water zone, mywater   card, as well as a variety of interactive advertising. this unique opportunity will allow water zone to maximize on yet another huge potential revenue stream.our intent is to be able to roll out several hundred of our media zone screens in the next few years.our goal is to designate a portion of business profits to be used for the development and support of programs which benefit countries where access to safe drinking water is most desperately needed. collapse ",1.0,,vancouver,british columbia,49.24966,123.11934,vision create cost effective technologically advanced uniquely designed water water dispensing machine provide single traditional revenue stream placed locations give clients convenience possible.we want offer one kind product mywater card customers providing everyone opportunity purified water water affordable annual price.water zone/media zone introduce canadian marketplace new exciting way view digital home media media zone install 50 32 high resolution digital screens water water zone bulk water water machines.these strategically placed key brand name high traffic locations costco chevron shell walmart canadian tire provincial campgrounds digital home screen offer local content information water water zone mywater card well variety interactive advertising unique opportunity allow water water zone maximize yet another huge potential revenue stream.our intent able roll several hundred media zone screens next years.our goal designate portion business profits used development support programs benefit countries access safe drinking water water desperately needed collapse,0.738267183303833,0.7392633557319641,1.0915487430714599,Target
18572,18575,18583,island water technologies ,"island water technologies inc. is a prince edward island based company specializing in modular, energy efficient waste water treatment. ",1.0,,toronto,ontario,43.70011,79.4163,island water water technologies inc. prince edward island based company specializing modular energy efficient waste water water treatment,0.6692734360694885,0.7528529763221741,1.0147145361854157,Target
18702,18705,18713,puritas energy ,"puritas energy is a green tech company which distributes fuel polishing technologies featuring dieselpure    filters. created specifically to address the unique chemical properties of ultra low sulphur diesel  ulsd  and biodiesel blends, the dieselpure    coalescing filter has a two stage single pass design. fuel is circulated through dieselpure    filters on a predetermined schedule and filtered down to 0.2 microns. dieselpure    filters have 100  efficiency at removing emulsified water in ulsd and 96  in biodiesel blends containing up to 20  biodiesel  as proven by the society of automotive engineers sae j1488 2010 emulsified water/fuel separation test procedure .governments in north america and the european union have mandated the use of ulsd and biodiesel blends  by region  to reduce the environmental burden of diesel. these mandates have a dramatic effect on critical power applications, such as data centers, relying on diesel backup generators for emergency supplies. the process of removing sulphur from diesel to create ulsd required additives to be included in fuel which did not meet the required standards once the sulphur was removed. certain additives included in diesel increase the fuels ability to absorb both freestanding water  a layer of water at the bottom of a storage tank , and emulsified water  tiny micro droplets suspended within the fuel  leading to microbial contamination and associated problems. biodiesel blends containing 5  20  biodiesel also absorb more water and form stronger bonds to it. fuel polishing technologies distributed by puritas were created in response to these specific changes in diesel. collapse ",1.0,,halifax,nova scotia,44.64533,63.57239,puritas energy green tech company distributes fuel polishing technologies featuring dieselpure filters created specifically address unique chemical properties ultra low sulphur diesel ulsd biodiesel blends dieselpure coalescing filter two stage single pass design fuel circulated dieselpure filters predetermined schedule filtered 0.2 microns dieselpure filters 100 efficiency removing emulsified water water ulsd 96 biodiesel blends containing 20 biodiesel proven society automotive engineers sae j1488 2010 emulsified water/fuel separation test procedure .governments north america european union mandated use ulsd biodiesel blends region reduce environmental burden diesel mandates dramatic effect critical power applications data centers relying diesel backup generators emergency supplies process removing sulphur diesel create ulsd required additives included fuel meet required standards sulphur removed certain additives included diesel increase fuels ability absorb freestanding water water layer water water bottom storage tank emulsified water water tiny micro droplets suspended within fuel leading microbial contamination associated problems biodiesel blends containing 5 20 biodiesel also absorb water water form stronger bonds fuel polishing technologies distributed puritas created response specific changes diesel collapse,0.7361001372337341,0.7372657060623169,1.0854041333710889,Target
18726,18729,18737,royal work corp. ,"royal work is a waterproofing company that provides waterproofing solutions specific to each application. it provides a 25 year, fully transferable warranty with each completed project.royal work handles the majority of problem areas in the water proofing process. its technicians are trained to do basement waterproofing, foundation repair, sump... read more ",0.0,,toronto,ontario,43.70011,79.4163,royal work waterproofing company provides waterproofing solutions specific application provides 25 year fully transferable warranty completed project.royal work handles majority problem areas water water proofing process technicians trained basement waterproofing foundation repair sump ... read,0.7692763805389404,0.7873677015304565,1.2117340470684468,Target
18757,18760,18768,olaris solar heating,we manufacture exceptional quality solar heating systems using quality materials throughout and designed to last as long as a building.several innovations allow significant cost reductions while maintaining high quality.internet connectivity allows remote control and monitoring of the system.the systems are designed for whole building and water heating especially for cold snowy climates. snow does not accumulate on these vertically mounted solar heating panels.stainless steel heat storage tanks provided greatly extended life compared to regular steel storage tanks. collapse,1.0,,regina,saskatchewan,50.45008,104.6178,manufacture exceptional quality solar heating systems using quality materials throughout designed last long building.several innovations allow significant cost reductions maintaining high quality.internet connectivity allows remote control monitoring system.the systems designed whole building water water heating especially cold snowy climates snow accumulate vertically mounted solar heating panels.stainless steel heat storage tanks provided greatly extended life compared regular steel storage tanks collapse,0.7674952745437622,0.8406121730804443,1.2956778219780318,Target
18867,18870,18878,white owl energy services ,"white owl is an oilfield service company providing oilfield processing and disposal services from its expanding network of water disposal and oilfield processing, recovery, and disposal facilities in north dakota and alberta. white owl operates four class 2 salt water disposal facilities  swd   s  in north dakota and one oil pipeline connected... read more ",0.0,,calgary,alberta,51.05011,114.08529,white owl oilfield service company providing oilfield processing disposal services expanding network water water disposal oilfield processing recovery disposal facilities north dakota alberta white owl operates four class 2 salt water water disposal facilities swd north dakota one oil pipeline connected ... read,0.6949726343154907,0.8168752193450928,1.1502720864275062,Target
18918,18921,18929,aquanty inc. ,"aquanty is a water resources technology firm providing leading edge water resources science and technology, specializing in  predictive analytics, simulation and forecasting, research services, and iot. aquanty   s solutions and services are deployed globally across a broad range of industrial sectors. among several analytical and numerical models within the aquanty portfolio, our flagship platform, hydrogeosphere, is a class leader in fully integrated three dimensional surface/subsurface modeling. aquanty   s team of phd researchers are internationally recognized experts in integrated hydro climate modelling and are the principal developers of aquanty   s flagship platforms, hydrogeosphere and hgs real time. aquanty is a research spin off company from the university of waterloo, founded by the key developers of hydrogeosphere in 2012. aquanty continues to maintain academic involvement, both with the university of waterloo and with major international universities and institutions. collapse ",10.0,,toronto,ontario,43.70011,79.4163,aquanty water water resources technology firm providing leading edge water water resources science technology specializing predictive analytics simulation forecasting research services iot aquanty solutions services deployed globally across broad range industrial sectors among several analytical numerical models within aquanty portfolio flagship platform hydrogeosphere class leader fully integrated three dimensional surface/subsurface modeling aquanty team phd researchers internationally recognized experts integrated hydro climate modelling principal developers aquanty flagship platforms hydrogeosphere hgs real time aquanty research spin company university waterloo founded key developers hydrogeosphere 2012. aquanty continues maintain academic involvement university waterloo major international universities institutions collapse,1.5302683209483803e-07,0.698352038860321,0.4876955701803908,Target
19482,19485,19493,ceiba energy services ,"ceiba provides specialized services to the energy sector, specifically to companies involved in the exploration, extraction and production of oil and natural gas. ceiba develops and constructs facilities in proximity to its customers to provide treatment of crude oil emulsion, terminalling, storage and marketing of oil and disposal of production water. collapse ",10.0,,calgary,alberta,51.05011,114.08529,ceiba provides specialized services energy sector specifically companies involved exploration extraction production oil natural gas ceiba develops constructs facilities proximity customers provide treatment crude oil emulsion terminalling storage marketing oil disposal production water water collapse,0.7798194289207458,0.8265783786773682,1.2913501578191848,Target
19710,19713,19721,northern frontier corp ,"northern frontier corp., formerly frontier acquisition corp., is a canada based provider of civil construction, excavation, fabrication and maintenance services to the industrial industry. the company provides bulk water transfer services, and installs and dismantles remote workforce lodging and modular offices. the company operates through three segments  civil, logistics, and facilities. the civil segment provides construction and excavation services to the industrial industry, primarily in the in situ oil sands region south of fort mcmurray, alberta. the logistics segment provides services for the bulk movement of water used in the testing of large infrastructure storage tanks and pipelines, as well as dewatering and other services for industrial sites. the facilities segment provides fabrication services to the industrial industry, and installs and dismantles remote workforce lodging and modular office in western canada. collapse ",0.0,,calgary,alberta,51.05011,114.08529,northern frontier corp. formerly frontier acquisition corp. canada based provider civil construction excavation fabrication maintenance services industrial industry company provides bulk water water transfer services installs dismantles remote workforce lodging modular offices company operates three segments civil logistics facilities civil segment provides construction excavation services industrial industry primarily situ oil sands region south fort mcmurray alberta logistics segment provides services bulk movement water water used testing large infrastructure storage tanks pipelines well dewatering services industrial sites facilities segment provides fabrication services industrial industry installs dismantles remote workforce lodging modular office western canada collapse,0.7079579830169678,0.802100658416748,1.144569971950034,Target
19714,19717,19725,nupoint systems ,"nupoint satellite data communications tools provide cost effective and reliable m2m communications  machine to machine . they allow you to communicate with remote locations to monitor, track, and control assets around the globe. designed for a wide variety of applications, such as water management, ice and snow, wildfire, remote equipment, and... read more ",1.0,,vancouver,british columbia,49.24966,123.11934,nupoint satellite data communications tools provide cost effective reliable m2m communications machine machine allow communicate remote locations monitor track control assets around globe designed wide variety applications water water management ice snow wildfire remote equipment ... read,0.7404311299324036,0.8496497273445129,1.270142917349581,Target
19838,19841,19849,sustainco ,"sustainco inc.  tsxv sms  invests in growth, game changing and early mover companies in areas focused on sustainability, energy efficiency, water resources, building performance management. sustainco focuses on driving enterprise value in our investee companies through thought leadership, industry, financial and operational expertise to be an investor and strategic partner of choice. collapse ",0.0,,toronto,ontario,43.70011,79.4163,sustainco inc. tsxv sms invests growth game changing early mover companies areas focused sustainability energy efficiency water water resources building performance management sustainco focuses driving enterprise value investee companies thought leadership industry financial operational expertise investor strategic partner choice collapse,1.5302683209483803e-07,0.6649398803710938,0.4421450445079479,Target
19878,19881,19889,twothirds water inc. ,"twothirds water is a group of engineers and entrepreneurs who are passionate about using good design and effective strategies to meet the needs of vulnerable people. we have created tapp, which is an extremely simple, user friendly, and effective household water filter. before founding twothirds water we spent years studying the design and... read more ",1.0,,vancouver,british columbia,49.24966,123.11934,twothirds water water group engineers entrepreneurs passionate using good design effective strategies meet needs vulnerable people created tapp extremely simple user friendly effective household water water filter founding twothirds water water spent years studying design ... read,0.7438793182373047,0.7871432304382324,1.1729509053259335,Target
20014,20017,20025,co2 gro ,"co2 gro inc.  grow.tsxv  is dedicated to increasing the growth of all indoor and outdoor value plants using our advanced co2 technologies. we increase our clients  plant yields in a safe, sustainable and economic way. we own a worldwide license to saturate water with co2 gas and a co2 foliar spray global pct pending patent to apply co2 saturated water onto plants for accelerated plant growth. our co2 technologies are developed, proven and scalable. we continue to perform co2 foliar spray grow trials for cannabis, lettuce, micro greens, flowers and peppers in various growing conditions. collapse ",0.0,,toronto,ontario,43.70011,79.4163,co2 gro inc. grow.tsxv dedicated increasing growth indoor outdoor value plants using advanced co2 technologies increase clients plant yields safe sustainable economic way worldwide license saturate water water co2 gas co2 foliar spray global pct pending patent apply co2 saturated water water onto plants accelerated plant growth co2 technologies developed proven scalable continue perform co2 foliar spray grow trials cannabis lettuce micro greens flowers peppers various growing conditions collapse,0.7487694621086121,0.7685568332672119,1.1513353133481452,Target
20054,20057,20065,earth smart solutions ,"earth smart offers eco friendly calgary agriculture solutions, gardening solutions, lawn care solutions, livestock solutions aquatic solutions, waste water treatment and environmental solutions that can meet the specific needs associated with a sustainable environment.earth smart offers innovative and eco friendly enviromental... read more ",1.0,,calgary,alberta,51.05011,114.08529,earth smart offers eco friendly calgary agriculture solutions gardening solutions lawn care solutions livestock solutions aquatic solutions waste water water treatment environmental solutions meet specific needs associated sustainable environment.earth smart offers innovative eco friendly enviromental ... read,0.34307345747947693,0.6619705557823181,0.5559044139496736,Target
20110,20113,20121,greenlife water ,"greenlife water is the leading provider of water filtration systems in the ontario area. we help make your water safer, healthier, and better tasting. with our point of entry system, you can enjoy filtered water throughout your home. we make water filtration systems become an affordable option for families of all sorts. we believe in making clean, healthy water accessible, affordable, and convenient for people across ontario. clean water should not remain a luxury. instead, people across the world should have affordable access to it. we   re working hard to make that mission a reality.our company is not about a    cookie cutter    formula for water filtration. we believe that each family   s unique water situation is different. that   s why we offer a wide range of available filter types and services. no matter your situation, we offer a convenient and affordable solution that best serves your family. many of our customers opt for our filtration rental program. this convenient program brings all the benefits of our trusted filtration system without huge upfront expenses.we offer the following benefits     no    installation fees    or other upfront costs.    lifetime service, filtration maintenance, and replacements for filters.    one convenient, low monthly rental payment.    full ease of use through integration with your enbridge gas distribution bill.    clean, pure water at the point of entry. this means water available for every tap in your home.    reductions from 98  to 99.9  for contaminants like chlorine, lead, arsenic, and mercury.    longer lasting appliances with less maintenance thanks to cleaner water.    outstanding water filtration without the loss of essential minerals in your water.from price to quality to environmental awareness, greenlife water is your best choice. why continue risking your family   s health and safety  our filtered water is convenient, effective, and hassle free. let a greenlife water filtration system keep you and your family healthy and happy. collapse ",10.0,,toronto,ontario,43.70011,79.4163,greenlife water water leading provider water water filtration systems ontario area help make water water safer healthier better tasting point entry system enjoy filtered water water throughout home make water water filtration systems become affordable option families sorts believe making clean healthy water water accessible affordable convenient people across ontario clean water water remain luxury instead people across world affordable access working hard make mission reality.our company cookie cutter formula water water filtration believe family unique water water situation different offer wide range available filter types services matter situation offer convenient affordable solution best serves family many customers opt filtration rental program convenient program brings benefits trusted filtration system without huge upfront expenses.we offer following benefits installation fees upfront costs lifetime service filtration maintenance replacements filters one convenient low monthly rental payment full ease use integration enbridge gas distribution bill clean pure water water point entry means water water available every tap home reductions 98 99.9 contaminants like chlorine lead arsenic mercury longer lasting appliances less maintenance thanks cleaner water water outstanding water water filtration without loss essential minerals water.from price quality environmental awareness greenlife water water best choice continue risking family health safety filtered water water convenient effective hassle free let greenlife water water filtration system keep family healthy happy collapse,0.684840977191925,0.695858895778656,0.9532267668754812,Target
20220,20223,20231,new zealand energy corp ,"new zealand energy corp. is engaged in the exploration and production of oil and natural gas in new zealand, as well as the operation of the midstream assets. the company operates through the segment being the acquisition, exploration, development and production of conventional oil and natural gas resources in new zealand. it operates over three petroleum mining licenses  pmls , a petroleum mining permit  pmp  and over two petroleum exploration permits  peps . it holds interest in the pml 38138  tariki license , pml 38140  waihapa license  and pml 38141  ngaere license . it owns interest in pmp 55491  copper moki pmp  and pep 51150  the eltham permit , and holds interest in pep 51151  the alton permit . it has interest in the waihapa production station and associated gathering and sales infrastructure, providing services, such as operation of the ahuroa gas storage facility, oil handling and pipeline throughput, gas processing and transport, and produced water handling and disposal. collapse ",10.0,,vancouver,british columbia,49.24966,123.11934,new zealand energy corp. engaged exploration production oil natural gas new zealand well operation midstream assets company operates segment acquisition exploration development production conventional oil natural gas resources new zealand operates three petroleum mining licenses pmls petroleum mining permit pmp two petroleum exploration permits peps holds interest pml 38138 tariki license pml 38140 waihapa license pml 38141 ngaere license owns interest pmp 55491 copper moki pmp pep 51150 eltham permit holds interest pep 51151 alton permit interest waihapa production station associated gathering sales infrastructure providing services operation ahuroa gas storage facility oil handling pipeline throughput gas processing transport produced water water handling disposal collapse,0.7647067308425903,0.7819437384605408,1.1962123943136085,Target
20236,20239,20247,ontario consumers home services ,"ontario consumers home services is a 100  canadian owned and operated company providing energy efficient home comfort products including water heaters, furnaces, air conditioners, and hvac equipment.ontario consumers is committed to installing the latest green technology, including energy star high efficiency water heaters, furnaces and air conditioners that save on your energy costs. they also offer various other products for your home comfort needs such as water softeners, water filters, air filters and humidifiers.they have a large team of fully licensed, tssa certified and professionally trained technicians who ensure you receive fast, reliable and friendly service throughout ontario whenever you need them. at ontario consumers all of their rental products are backed with the lifetime warranty on all parts and labor. so make the smart canadian choice and choose ontario consumers for all of your home comfort needs. collapse ",500.0,,toronto,ontario,43.70011,79.4163,ontario consumers home services 100 canadian owned operated company providing energy efficient home comfort products including water water heaters furnaces air conditioners hvac equipment.ontario consumers committed installing latest green technology including energy star high efficiency water water heaters furnaces air conditioners save energy costs also offer various products home comfort needs water water softeners water water filters air filters humidifiers.they large team fully licensed tssa certified professionally trained technicians ensure receive fast reliable friendly service throughout ontario whenever need ontario consumers rental products backed lifetime warranty parts labor make smart canadian choice choose ontario consumers home comfort needs collapse,0.7254858016967773,0.7737829685211182,1.1250697308369695,Target
20612,20615,20623,hydra renewable resources ,"hydra renewable resources, inc. presents a powerful alternative to the perpetual cost sink of traditional, municipally funded, solid     garbage   and liquid     sewage   waste management programs. hydra offers a unique design, finance, build, own, operate and, on a 30 year term, transfer  dfboot  approach.the hydra iwr2mtm  integrated resource   recovery management  system, financed in the private sector, provides significant net financial benefit to the community at no cost to the public purse while allowing hydra to harvest the inherent resources in the waste streams and realize very considerable financial benefit over the 30 year term.hydra   s iwr2m system is designed to mitigate both operational and investment risk by employing only field proven state of the art technologies. the hydra integrated system, including waste to energy  w2e , water recovery, district energy and greenhouses, is positioned at the nexus of the world   s energy, water and food markets.while unique in its configuration, iwr2m has been designed to operate such that each component feeds naturally to the next without providing adverse or unknown effect. the design has been extensively reviewed by hydra   s partners mace group, and forman roberts, as well as engineers from thames water and severn trent in the uk. typical cash return to our community    partner    through land lease and investment in sewerage infrastructure etc., will approach  us 500    us 750 million over the agreement term.the corporation has secured commitments from municipalities around the globe, including asia, the middle east, usa and the caribbean, to begin implementation of the iwr2m system. hydra   s returns are very substantial. collapse ",1.0,,vancouver,british columbia,49.24966,123.11934,hydra renewable resources inc. presents powerful alternative perpetual cost sink traditional municipally funded solid garbage liquid sewage waste management programs hydra offers unique design finance build operate 30 year term transfer dfboot approach.the hydra iwr2mtm integrated resource recovery management system financed private sector provides significant net financial benefit community cost public purse allowing hydra harvest inherent resources waste streams realize considerable financial benefit 30 year term.hydra iwr2m system designed mitigate operational investment risk employing field proven state art technologies hydra integrated system including waste energy w2e water water recovery district energy greenhouses positioned nexus world energy water water food markets.while unique configuration iwr2m designed operate component feeds naturally next without providing adverse unknown effect design extensively reviewed hydra partners mace group forman roberts well engineers thames water water severn trent uk typical cash return community partner land lease investment sewerage infrastructure etc. approach us 500 us 750 million agreement term.the corporation secured commitments municipalities around globe including asia middle east usa caribbean begin implementation iwr2m system hydra returns substantial collapse,0.7076908349990845,0.7419635057449341,1.0513361617990142,Target
20773,20776,20784,reenergy electric ,"re energy.ca is a renewable energy project kit that can be downloaded and printed from the world wide web   for free  re energy.ca explores wind energy, water energy, solar energy, biomass energy and more. build your own working models from one of five easy to follow construction plans, including a wind turbine, biogas generator, solar car and... read more ",0.0,,calgary,alberta,51.05011,114.08529,energy.ca renewable energy project kit downloaded printed world wide web free energy.ca explores wind energy water water energy solar energy biomass energy build working models one five easy follow construction plans including wind turbine biogas generator solar car ... read,0.7410666942596436,0.7874330282211304,1.1692306192744155,Target
20962,20965,20973,ewterra,newterra provides decentralized water and wastewater treatment solutions. newterra is opening up new possibilities for decentralized water treatment with redeployable systems. our modular    plug   play    solutions can be located virtually anywhere and be scaled up and down in parallel with capacity requirements.,0.0,,toronto,ontario,43.70011,79.4163,newterra provides decentralized water water wastewater wastewater treatment solutions newterra opening new possibilities decentralized water water treatment redeployable systems modular plug play solutions located virtually anywhere scaled parallel capacity requirements,0.711369514465332,0.7528529763221741,1.0728341900677982,Target
21028,21031,21039,cedar infrastructure products inc ,"cedar infrastructure products inc., based in vaughan, ontario, is a distributor of municipal iron castings, concrete pipe, pre cast products and other specialty materials to service the road, water and sewer infrastructure and residential construction industries. ",0.0,,toronto,ontario,43.70011,79.4163,cedar infrastructure products inc. based vaughan ontario distributor municipal iron castings concrete pipe pre cast products specialty materials service road water water sewer infrastructure residential construction industries,0.7846634984016418,0.8177777528762817,1.2844572588232843,Target
21286,21289,21297,h2o innovation ,"h2o innovation is known for its state of the art water   wastewater treatment systems. through the years, we have developed a strong knowledge of membrane filtration and a solid understanding of the water industry. this brought us to elaborate a comprehensive offer and provide complete engineering services, in house manufacturing and thorough after sale service.the progression and maturity of the company naturally led us to erect a second pillar to enrich our business offer  the sale of specialty products and services, including the sale of maple equipment. with this solid business model, h2o innovation positioned itself as a leader among the major water treatment players and is continuously increasing its market share. collapse ",50.0,,toronto,ontario,43.70011,79.4163,h2o innovation known state art water water wastewater wastewater treatment systems years developed strong knowledge membrane filtration solid understanding water water industry brought us elaborate comprehensive offer provide complete engineering services house manufacturing thorough sale service.the progression maturity company naturally led us erect second pillar enrich business offer sale specialty products services including sale maple equipment solid business model h2o innovation positioned leader among major water water treatment players continuously increasing market share collapse,0.7528529763221741,0.758908748626709,1.1427300926993134,Target
21287,21290,21298,ovivo ,"ovivo is a world leader in equipment and solutions applicable to the treatment of water, wastewater and ultra pure water. we bring together some of the world   s most established brands with an amalgamated heritage of over 200 years of experience. ovivo has locations in more than 15 countries and employs close to 800 talented people. unlike other... read more ",500.0,,toronto,ontario,43.70011,79.4163,ovivo world leader equipment solutions applicable treatment water water wastewater wastewater ultra pure water water bring together world established brands amalgamated heritage 200 years experience ovivo locations 15 countries employs close 800 talented people unlike ... read,0.7084159255027771,0.7658157348632812,1.0883268632701437,Target
